,название,полное название,издательство,год основания,рецензируемый,выпусков в год,импакт-фактор jcr,статей в выпуске,импакт-фактор ринц 2018,сокращение,страна,город,регион,issn печатной версии,подписной индекс,тираж,вариант представления,www-адрес,isi,всего статей,в настоящее время,scopus,всего выпусков,доступный архив,ринц,полных текстов,реферативный,перечень вак,цитирований,мультидисциплинарный,rsci,esci,doaj,crossref,ядро ринц,web of science,префикс doi,базы данных
93,3C Empresa,3c empresa,-,-,-,-,нет,-,нет,-,испания,-,-,2254-3376,-,-,-,http://ojs.3ciencias.com/index.php/3c-empresa/index,да,0,выходит,нет,0, - ,нет,0,нет,-,2,нет,нет,-,да,-,-,-,-,-
94,3C TECNOLOGIA,-,-,-,-,-,-,-,-,-,spain,-,-,2254-4143,-,-,-,-,-,-,-,нет,-,-,учитываются отдельные статьи,-,-,нет,-,-,нет,да,да,нет,да,да,-,-
95,3C TIC,-,-,-,-,-,-,-,-,-,spain,-,-,2254-6529,-,-,-,-,-,-,-,нет,-,-,учитываются отдельные статьи,-,-,нет,-,-,нет,да,да,нет,да,да,-,-
96,3D Printing and Additive Manufacturing,3d printing and additive manufacturing,mary ann liebert inc.,-,-,-,есть,-,нет,3d print. addit. manuf.,сша,-,-,2329-7662,-,-,-,-,да,26,выходит,да,19,2015 - 2021,нет,0,нет,-,711,нет,нет,-,нет,-,-,-,-,-
97,3D Printing in Medicine,-,-,-,-,-,-,-,-,-,uk,-,-,-,-,-,-,-,-,-,-,да,-,-,учитываются отдельные статьи,-,-,нет,-,-,нет,да,нет,нет,да,да,-,-
98,3D Research,3d research,-,-,-,-,нет,-,нет,3d res.,южная корея,-,-,-,-,-,-,-,нет,24,выходит,да,18,2010 - 2019,нет,0,нет,-,303,да,нет,-,нет,-,-,-,-,-
99,"3i: intellect, idea, innovation - интеллект, идея, инновация",-,-,2000,-,-,-,-,-,-,казахстан,костанай,-,2226-6070,-,-,-,"110000, республика казахстан, костанайская обл., г.костанай, педагогический им. у.султангазина, ул. тәуелсіздік, 118, кабинет 118, департамент науки и послевузовского образования, редакция журнала «3i»",-,-,-,нет,-,-,да,-,-,нет,-,-,нет,нет,нет,нет,нет,нет,-,-
100,"3L: Language, Linguistics, Literature","3l: language, linguistics, literature",-,-,-,-,нет,-,нет,3l lang. linguist. lit.,малайзия,-,-,0128-5157,-,-,-,https://ejournal.ukm.my/3l,да,20,выходит,да,16,2013 - 2021,нет,0,нет,-,140,нет,нет,-,да,-,-,-,-,-
101,452 F: Revista de Teoria de la Literatura y Literatura Comparada,452 f: revista de teoria de la literatura y literatura comparada,-,-,-,-,нет,-,нет,452?f,испания,-,-,-,-,-,-,http://452f.com/,да,0,выходит,да,0, - ,нет,0,нет,-,1,нет,нет,-,да,-,-,-,-,-
102,"4OR: Quarterly Journal of the Belgian, French and Italian Operations Research Societies","4or: quarterly journal of the belgian, french and italian operations research societies",springer-verlag gmbh,-,-,-,есть,-,нет,-,сша,-,-,1619-4500,-,-,-,-,да,76,выходит,да,51,2004 - 2021,нет,0,нет,-,966,нет,нет,-,нет,-,-,-,-,-
103,4th International Conference COPPER 99-COBRE 99,4th international conference copper 99-cobre 99,-,-,-,-,нет,-,нет,-,-,-,-,-,-,-,-,-,нет,0,не выходит,нет,0, - ,нет,0,нет,-,2,нет,нет,-,нет,-,-,-,-,-
104,"59th Oklahoma University Laurance Reid Gas Conditioning Conference [LRGCC] (Norman, OK, 2/22-25/2009) Proceedings","59th oklahoma university laurance reid gas conditioning conference [lrgcc] (norman, ok, 2/22-25/2009) proceedings",-,-,-,-,нет,-,нет,-,-,-,-,-,-,-,-,-,нет,0,не выходит,нет,0, - ,нет,0,нет,-,0,нет,нет,-,нет,-,-,-,-,-
105,"5Th IEEE International Vacuum Electronics Conference, IVEC 2004","5th ieee international vacuum electronics conference, ivec 2004",-,-,-,-,нет,-,нет,-,сша,-,-,-,-,-,-,-,нет,0,не выходит,нет,0, - ,нет,0,нет,-,2,нет,нет,-,нет,-,-,-,-,-
106,60 параллель,60 параллель,-,2003,-,-,нет,-,нет,-,россия,сургут,-,-,-,-,-,http://journal.60parallel.org/ru/about.html,нет,18,выходит,нет,11,2006 - 2011,нет,0,нет,-,190,нет,нет,-,нет,-,-,-,-,-
107,625,625,издательство 625,1993,-,10,нет,-,нет,-,россия,москва,москва,-,12346,-,-,http://625.625-net.ru,нет,8,выходит,нет,8,1997 - 2008,нет,0,нет,-,66,нет,нет,-,нет,-,-,-,-,-
108,"62nd Annual GCAGS Convention [And] 59th Annual GCSSEPM Meeting (Austin, TX, 10/21-24/2012) Transactions","62nd annual gcags convention [and] 59th annual gcssepm meeting (austin, tx, 10/21-24/2012) transactions",-,-,-,-,нет,-,нет,-,-,-,-,-,-,-,-,-,нет,0,выходит,нет,0, - ,нет,0,нет,-,0,нет,нет,-,нет,-,-,-,-,-
109,"6th Gas Hydrates International Conference [ICGH] (Vancouver, British Columbia, 7/6-10/2008) Proceedings","6th gas hydrates international conference [icgh] (vancouver, british columbia, 7/6-10/2008) proceedings",-,-,-,-,нет,-,нет,-,канада,-,-,-,-,-,-,-,нет,0,не выходит,нет,0, - ,нет,0,нет,-,0,нет,нет,-,нет,-,-,-,-,-
110,"7th ASME International Pipeline Conference [IPC] (Calgary, Alberta, 9/29/2008-10/3/2008) Proceedings","7th asme international pipeline conference [ipc] (calgary, alberta, 9/29/2008-10/3/2008) proceedings",-,-,-,-,нет,-,нет,-,-,-,-,-,-,-,-,-,нет,0,не выходит,нет,0, - ,нет,0,нет,-,0,нет,нет,-,нет,-,-,-,-,-
111,"7th DOHA Natural Gas Conference (Doha, Qatar, 3/9-12/2009) Presentations","7th doha natural gas conference (doha, qatar, 3/9-12/2009) presentations",-,-,-,-,нет,-,нет,-,-,-,-,-,-,-,-,-,нет,0,не выходит,нет,0, - ,нет,0,нет,-,0,нет,нет,-,нет,-,-,-,-,-
112,"81st Annual SEG International Meeting (San Antonio, TX, 9/18-23/2011) Technical Program","81st annual seg international meeting (san antonio, tx, 9/18-23/2011) technical program",-,-,-,-,нет,-,нет,-,сша,-,-,-,-,-,-,-,нет,0,выходит,нет,0, - ,нет,0,нет,-,0,нет,нет,-,нет,-,-,-,-,-
113,8th Korea-Russia International Symposium on Science and Technology - Proceedings: KORUS 2004,8th korea-russia international symposium on science and technology - proceedings: korus 2004,-,-,-,-,нет,-,нет,-,-,-,-,-,-,-,-,-,нет,0,не выходит,нет,0, - ,нет,0,нет,-,12,нет,нет,-,нет,-,-,-,-,-
114,"8th PetroTech International Oil and Gas Conference (New Delhi, India, 1/11-15/2009) Proceedings","8th petrotech international oil and gas conference (new delhi, india, 1/11-15/2009) proceedings",-,-,-,-,нет,-,нет,-,индия,-,-,-,-,-,-,-,нет,0,не выходит,нет,0, - ,нет,0,нет,-,0,нет,нет,-,нет,-,-,-,-,-
115,"9th Modelling, Monitoring and Management of Water Pollution International Conference (Alicante, Spain, 6/9-11/2008) Papers","9th modelling, monitoring and management of water pollution international conference (alicante, spain, 6/9-11/2008) papers",-,-,-,-,нет,-,нет,-,-,-,-,-,-,-,-,-,нет,0,не выходит,нет,0, - ,нет,0,нет,-,0,нет,нет,-,нет,-,-,-,-,-
116,A&amp;A practice,-,-,-,-,-,-,-,-,-,usa,-,-,-,-,-,-,-,-,-,-,да,-,-,учитываются отдельные статьи,-,-,нет,-,-,нет,нет,нет,нет,да,нет,-,-
117,A&amp;C-REVISTA DE DIREITO ADMINISTRATIVO &amp; CONSTITUCIONAL,-,-,-,-,-,-,-,-,-,brazil,-,-,1516-3210,-,-,-,-,-,-,-,нет,-,-,учитываются отдельные статьи,-,-,нет,-,-,нет,да,нет,нет,да,да,-,-
118,A&amp;WMA Environmental Compliance News,a&amp;wma environmental compliance news,"elsevier science publishing company, inc.",1998,-,12,нет,-,нет,-,великобритания,-,-,1093-9253,-,-,-,-,нет,0,не выходит,нет,0, - ,нет,0,нет,-,0,нет,нет,-,нет,-,-,-,-,-
119,A.M.A. American Journal of Diseases of Children,a.m.a. american journal of diseases of children,american medical association,-,-,-,нет,-,нет,-,сша,-,-,0096-8994,-,-,-,-,нет,11,не выходит,нет,11,1971 - 1993,нет,0,нет,-,39,нет,нет,-,нет,-,-,-,-,-
120,A.M.A. archives of dermatology,a.m.a. archives of dermatology,american medical association,-,-,-,нет,-,нет,-,сша,-,-,0096-5359,-,-,-,-,нет,0,не выходит,нет,0, - ,нет,0,нет,-,17,нет,нет,-,нет,-,-,-,-,-
121,A.M.A. Archives of Dermatology and Syphilology,a.m.a. archives of dermatology and syphilology,american medical association,-,-,-,нет,-,нет,-,сша,-,-,0096-5979,-,-,-,-,нет,0,не выходит,нет,0, - ,нет,0,нет,-,7,нет,нет,-,нет,-,-,-,-,-
122,A.M.A. archives of industrial health,a.m.a. archives of industrial health,american medical association,-,-,-,нет,-,нет,-,сша,-,-,0567-3933,-,-,-,-,нет,0,не выходит,нет,0, - ,нет,0,нет,-,5,нет,нет,-,нет,-,-,-,-,-
123,A.M.A. Archives of Industrial Hygiene and Occupational Medicine,a.m.a. archives of industrial hygiene and occupational medicine,american medical association,-,-,-,нет,-,нет,-,сша,-,-,0096-6703,-,-,-,-,нет,0,не выходит,нет,0, - ,нет,0,нет,-,3,нет,нет,-,нет,-,-,-,-,-
124,A.M.A. archives of internal medicine,a.m.a. archives of internal medicine,american medical association,-,-,-,нет,-,нет,-,сша,-,-,0888-2479,-,-,-,-,нет,0,не выходит,нет,0, - ,нет,0,нет,-,29,нет,нет,-,нет,-,-,-,-,-
125,A.M.A. archives of neurology,a.m.a. archives of neurology,american medical association,-,-,-,нет,-,нет,-,сша,-,-,0375-8540,-,-,-,-,нет,0,не выходит,нет,0, - ,нет,0,нет,-,7,нет,нет,-,нет,-,-,-,-,-
126,A.M.A. archives of neurology and psychiatry,a.m.a. archives of neurology and psychiatry,american medical association,-,-,-,нет,-,нет,-,сша,-,-,0096-6886,-,-,-,-,нет,0,не выходит,нет,0, - ,нет,0,нет,-,27,нет,нет,-,нет,-,-,-,-,-
127,A.M.A. archives of ophthalmology,a.m.a. archives of ophthalmology,american medical association,-,-,-,нет,-,нет,-,сша,-,-,0096-6339,-,-,-,-,нет,0,не выходит,нет,0, - ,нет,0,нет,-,51,нет,нет,-,нет,-,-,-,-,-
128,A.M.A. archives of otolaryngology,a.m.a. archives of otolaryngology,american medical association,-,-,-,нет,-,нет,-,сша,-,-,0096-6894,-,-,-,-,нет,0,не выходит,нет,0, - ,нет,0,нет,-,8,нет,нет,-,нет,-,-,-,-,-
129,A.M.A. archives of pathology,a.m.a. archives of pathology,american medical association,-,-,-,нет,-,нет,-,сша,-,-,0096-6711,-,-,-,-,нет,0,не выходит,нет,0, - ,нет,0,нет,-,9,нет,нет,-,нет,-,-,-,-,-
130,A.M.A. archives of surgery,a.m.a. archives of surgery,american medical association,-,-,-,нет,-,нет,-,сша,-,-,0096-6908,-,-,-,-,нет,1,не выходит,нет,1,1959 - 1959,нет,0,нет,-,29,нет,нет,-,нет,-,-,-,-,-
131,a/b: Auto/Biography Studies,-,-,-,-,-,-,-,-,-,uk,-,-,2151-7290,-,-,-,-,-,-,-,да,-,-,учитываются отдельные статьи,-,-,нет,-,-,нет,нет,нет,нет,да,нет,-,-
132,A/Z ITU Journal of the Faculty of Architecture,a/z itu journal of the faculty of architecture,-,-,-,-,нет,-,нет,a/z itu j. fac. arch.,турция,-,-,1302-8324,-,-,-,-,нет,11,выходит,да,8,2012 - 2021,нет,0,нет,-,31,нет,нет,-,нет,-,-,-,-,-
133,A+BE Architecture and the Built Environment,a+be architecture and the built environment,tu delft,-,-,-,нет,-,нет,a+be,нидерланды,-,-,2212-3202,-,-,-,https://journals.open.tudelft.nl/index.php/abe,нет,3,выходит,нет,2,2017 - 2017,нет,0,нет,-,8,нет,нет,-,да,-,-,-,-,-
134,AAC: Augmentative and Alternative Communication,aac: augmentative and alternative communication,b.c. decker inc.,-,-,-,есть,-,нет,9od,великобритания,-,-,0743-4618,-,-,-,-,да,88,выходит,да,17,2000 - 2020,нет,43,нет,-,344,нет,нет,-,нет,-,-,-,-,-
135,AACA DIGITAL,-,-,-,-,-,-,-,-,-,spain,-,-,1988-5180,-,-,-,-,-,-,-,нет,-,-,учитываются отдельные статьи,-,-,нет,-,-,нет,нет,нет,нет,нет,нет,-,-
136,AACE International Transactions,aace international transactions,american association of cost engineers,-,-,-,нет,-,нет,aee,сша,-,-,1528-7106,-,-,-,-,нет,0,выходит,нет,0, - ,нет,0,нет,-,77,нет,нет,-,нет,-,-,-,-,-
137,AACE International. Transactions of the Annual Meeting,aace international. transactions of the annual meeting,-,-,-,-,нет,-,нет,aace int trans annu meet,-,-,-,0065-7158,-,-,-,-,нет,0,выходит,нет,0, - ,нет,0,нет,-,1,нет,нет,-,нет,-,-,-,-,-
138,AACL Bioflux,aacl bioflux,bioflux publishing house,-,-,-,нет,-,нет,aacl bioflux,румыния,-,-,1844-8143,-,-,-,http://www.bioflux.com.ro/aacl/,нет,171,выходит,да,58,2009 - 2021,нет,0,нет,-,725,нет,нет,-,нет,-,-,-,-,-
139,AACN Advanced Critical Care,aacn advanced critical care,-,-,-,-,нет,-,нет,-,сша,-,-,1559-7768,-,-,-,-,да,27,выходит,да,22,2010 - 2021,нет,0,нет,-,331,нет,нет,-,нет,-,-,-,-,-
140,AACN clinical issues,aacn clinical issues,lippincott williams &amp; wilkins,-,-,-,нет,-,нет,-,сша,-,-,1079-0713,-,-,-,-,нет,0,не выходит,нет,0, - ,нет,0,нет,-,82,нет,нет,-,нет,-,-,-,-,-
141,AACN Clinical Issues in Critical Care Nursing,aacn clinical issues in critical care nursing,j. b. lippincott company,-,-,-,нет,-,нет,-,сша,-,-,1046-7467,-,-,-,-,нет,0,не выходит,нет,0, - ,нет,0,нет,-,7,нет,нет,-,нет,-,-,-,-,-
142,The AAG review of books,the aag review of books,-,-,-,-,нет,-,нет,-,великобритания,-,-,2325-548x,-,-,-,http://www.tandfonline.com/loi/rrob20#.vlpplsusupk,нет,1,выходит,нет,1,2014 - 2014,нет,0,нет,-,7,нет,нет,-,нет,-,-,-,-,-
143,AANA Journal,aana journal,american association of nurse anesthetists,-,-,-,нет,-,нет,-,сша,-,-,0094-6354,-,-,-,-,нет,10,выходит,да,8,2013 - 2021,нет,0,нет,-,690,нет,нет,-,нет,-,-,-,-,-
144,AANNT journal / the American Association of Nephrology Nurses and Technicians,aannt journal / the american association of nephrology nurses and technicians,american association of nephrology nurses and technicians,-,-,-,нет,-,нет,-,сша,-,-,0744-1479,-,-,-,-,нет,0,не выходит,нет,0, - ,нет,0,нет,-,0,нет,нет,-,нет,-,-,-,-,-
145,AAO Journal,aao journal,-,-,-,-,нет,-,нет,-,сша,-,-,-,-,-,-,-,нет,11,выходит,да,10,2009 - 2016,нет,0,нет,-,14,нет,нет,-,нет,-,-,-,-,-
146,AAOHN Journal,aaohn journal,"slack, inc.",-,-,-,нет,-,нет,-,сша,-,-,0891-0162,-,-,-,-,нет,3,не выходит,нет,3,1996 - 1997,нет,0,нет,-,424,нет,нет,-,нет,-,-,-,-,-
147,AAPG Bulletin (American Association of Petroleum Geologists),aapg bulletin (american association of petroleum geologists),american association of petroleum geologists,1917,-,12,есть,-,нет,aapg bulletin,сша,-,-,0149-1423,-,-,-,http://www.aapg.org/bulletin/index.cfm,да,316,выходит,да,189,1934 - 2020,нет,0,нет,-,50174,нет,нет,-,нет,-,-,-,-,-
148,"AAPG International Conference (Singapore, 9/16-19/2012) Abstracts","aapg international conference (singapore, 9/16-19/2012) abstracts",-,-,-,-,нет,-,нет,-,-,-,-,-,-,-,-,-,нет,0,выходит,нет,0, - ,нет,0,нет,-,0,нет,нет,-,нет,-,-,-,-,-
149,AAPG International Conference: Following Da Vinci's Footsteps to Future Energy Resources: Innovations from Outcrops to Assets,aapg international conference: following da vinci's footsteps to future energy resources: innovations from outcrops to assets,-,-,-,-,нет,-,нет,-,-,-,-,-,-,-,-,-,нет,0,выходит,нет,0, - ,нет,0,нет,-,0,нет,нет,-,нет,-,-,-,-,-
150,AAPG Memoir,aapg memoir,american association of petroleum geologists,-,-,-,нет,-,нет,-,сша,-,-,0271-8529,-,-,-,-,нет,115,выходит,да,40,1996 - 2019,нет,0,нет,-,7539,нет,нет,-,нет,-,-,-,-,-
151,AAPPO journal : the journal of the American Association of Preferred Provider Organizations,aappo journal : the journal of the american association of preferred provider organizations,"health communications, inc.",-,-,-,нет,-,нет,-,сша,-,-,1054-5913,-,-,-,-,нет,0,не выходит,нет,0, - ,нет,0,нет,-,0,нет,нет,-,нет,-,-,-,-,-
152,AAPS Advances in the Pharmaceutical Sciences Series (см. в книгах),aaps advances in the pharmaceutical sciences series (см. в книгах),springer verlag,-,-,-,нет,-,нет,-,германия,-,-,2210-7371,-,-,-,-,нет,93,выходит,да,25,2011 - 2021,нет,0,нет,-,195,нет,нет,-,нет,-,-,-,-,-
153,AAPS Journal,aaps journal,american association of pharmaceutical scientists,-,-,-,есть,-,нет,-,сша,-,-,1550-7416,-,-,-,-,да,206,выходит,да,77,2001 - 2021,нет,0,нет,-,14860,нет,нет,-,нет,-,-,-,-,-
154,AAPS pharmSci,aaps pharmsci,american association of pharmaceutical scientists,-,-,-,нет,-,нет,-,сша,-,-,-,-,-,-,-,нет,22,не выходит,нет,11,2001 - 2005,нет,0,нет,-,1400,нет,нет,-,нет,-,-,-,-,-
